ADS.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'ADS', market:'ETR'}
ALV.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'ALV', market:'ETR'}
BAS.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'BAS', market:'ETR'}
BAYN.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'BAYN', market:'ETR'}
BEI.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'BEI', market:'ETR'}
BMW.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'BMW', market:'ETR'}
CBK.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'CBK', market:'ETR'}
CON.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'CON', market:'ETR'}
DAI.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'DAI', market:'ETR'}
DB1.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'DB11', market:'ETR'}
DBK.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'DBK', market:'ETR'}
DPW.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'DPW', market:'ETR'}
DTE.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'DTE', market:'ETR'}
EOAN.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'EOAN', market:'ETR'}
FME.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'FME', market:'ETR'}
FRE.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'FRE', market:'ETR'}
HEI.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'HEI', market:'ETR'}
HEN3.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'HEN3', market:'ETR'}
IFX.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'IFX', market:'ETR'}
LHA.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'LHA', market:'ETR'}
LIN.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'LIN', market:'ETR'}
MRK.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'MRK', market:'ETR'}
MUV2.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'MUV2', market:'ETR'}
PSM.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'PSM', market:'ETR'}
RWE.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'RWE', market:'ETR'}
SAP.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'SAP', market:'ETR'}
SDF.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'SDF', market:'ETR'}
SIE.DE;GoogleRealtimeRate;http://finance.google.com/finance/getprices?i=60&p=2d&f=d,c&df=cpct&q={query}&x={market};{query:'SIE', market:'ETR'}
