AAPL;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
AXP;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
BA;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
CAT;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
CSCO;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
CVX;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DD;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DIS;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
GE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
GS;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
HD;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
IBM;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
INTC;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
JNJ;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
JPM;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
KO;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MCD;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MMM;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MRK;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MSFT;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
NKE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
PFE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
PG;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
TRV;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
UNH;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
UTX;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
V;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
VZ;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
WMT;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
XOM;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
ADS.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
ALV.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
BAS.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
BAYN.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
BEI.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
BMW.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
CBK.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
CON.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DAI.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DB1.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DBK.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DPW.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
DTE.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
EOAN.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
FME.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
FRE.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
HEI.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
HEN3.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
IFX.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
LHA.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
LIN.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MRK.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
MUV2.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
PSM.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
RWE.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
SAP.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
SDF.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
SIE.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
TKA.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
VNA.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
VOW3.DE;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
^DJI;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
^GDAXI;YahooRealtimeRate;http://download.finance.yahoo.com/d/quotes.csv?s={query}&f=snbaopl1;{query:#ids[0]}
